candidate_identity_key,eccv_first_author_name,eccv_first_author_affiliation_raw,eccv_selected_paper_count,eccv_virtual_poster_ids,eccv_titles,source_policy,scholar_status,scholar_profile_url,scholar_search_url,scholar_identity_evidence_url,unknown_reason,eligible_prior_work_count,first_listed_unmarked_count,explicit_equal_contribution_first_count,contribution_marker_unknown_count
cai_1lalvrp,Hee-Jun Jung,Gwangju Institute of Science and Technology (GIST),1,4377,Disentangling Rotation and Translation from SE(3)-Equivariant Features for Shape Assembly,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Disentangling+Rotation+and+Translation+from+SE%283%29-Equivariant+Features+for+Shape+Assembly,,scholar_access_blocked,,,,
cai_1lf0emb,Jiho Choi,Korea Advanced Institute of Science and Technology,1,5231,Dense Reward for Multi-View 3D Reasoning with Global Maps and Local Views,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Dense+Reward+for+Multi-View+3D+Reasoning+with+Global+Maps+and+Local+Views,,scholar_access_blocked,,,,
cai_1lzj1na,Seunghun Baek,Pohang University of Science and Technology (POSTECH),1,3678,Residual-Guided Expert Specialization for Incomplete Multimodal Learning,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Residual-Guided+Expert+Specialization+for+Incomplete+Multimodal+Learning,,scholar_access_blocked,,,,
cai_1n7ps74,hun im,Seoul National University,1,4729,DeCoFlow: Structural Decomposition of Normalizing Flows for Continual Anomaly Detection,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=DeCoFlow%3A+Structural+Decomposition+of+Normalizing+Flows+for+Continual+Anomaly+Detection,,scholar_access_blocked,,,,
cai_1nb05bx,Hyeongju Mun,Pusan National University,1,5110,LivingWorld: Interactive 4D World Generation with Environmental Dynamics,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=LivingWorld%3A+Interactive+4D+World+Generation+with+Environmental+Dynamics,,scholar_access_blocked,,,,
cai_1nkch44,Hyunho Lee,Seoul National University,1,4509,Zero-Shot Quantization for Object Detectors using Off-the-Shelf Generative Models,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Zero-Shot+Quantization+for+Object+Detectors+using+Off-the-Shelf+Generative+Models,,scholar_access_blocked,,,,
cai_1nt9dwz,JIHO JANG,SEOUL NATIONAL UNIVERSITY,1,3625,Multi-dimensional Preference Alignment by Conditioning Reward Itself,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Multi-dimensional+Preference+Alignment+by+Conditioning+Reward+Itself,,scholar_access_blocked,,,,
cai_1nugdnl,Shingeon Kim,Seoul National University,1,4093,STARLINC: Satellite Trail Artifact Removal using Inter-Frame Correlation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=STARLINC%3A+Satellite+Trail+Artifact+Removal+using+Inter-Frame+Correlation,,scholar_access_blocked,,,,
cai_1nwybj5,Moonsoo Jeong,Sungkyunkwan University,1,4346,SharpGS: Sharpness-Preserving 3D Gaussian Splatting with Differentiable Blur-Driven Density Control,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=SharpGS%3A+Sharpness-Preserving+3D+Gaussian+Splatting+with+Differentiable+Blur-Driven+Density+Control,,scholar_access_blocked,,,,
cai_1o08ey0,Jaewon Lee,Yonsei University,1,5375,Graph-GSReg: Leveraging 3D Scene Graphs for Gaussian Splatting Registration,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Graph-GSReg%3A+Leveraging+3D+Scene+Graphs+for+Gaussian+Splatting+Registration,,scholar_access_blocked,,,,
cai_1o6n2vf,Daeyoung Choi,Korea Cyber University,1,4679,Prototype Normalization: Optimizing Prototype Separation for Heterogeneous Federated Learning,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Prototype+Normalization%3A+Optimizing+Prototype+Separation+for+Heterogeneous+Federated+Learning,,scholar_access_blocked,,,,
cai_1odzw09,MYOUNG-CHUL KIM,Kyung Hee University,1,4744,CLUE-VAD: Structured Semantic Clues for Understanding Explainable Events in Video Anomaly Detection,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=CLUE-VAD%3A+Structured+Semantic+Clues+for+Understanding+Explainable+Events+in+Video+Anomaly+Detection,,scholar_access_blocked,,,,
cai_1of1kd,Jinhwan Seo,KAIST,1,3157,What You Ask is What You Ground: Bridging Question Intent to Temporal Evidence for Grounded VideoQA,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=What+You+Ask+is+What+You+Ground%3A+Bridging+Question+Intent+to+Temporal+Evidence+for+Grounded+VideoQA,,scholar_access_blocked,,,,
cai_1ojjouf,Hongjae Lee,Korea University,2,3148; 3151,LogicIR: Logic Gate Networks for Image Restoration || TaskTok: Delving into Task Tokens for Task-driven Image Restoration,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=TaskTok%3A+Delving+into+Task+Tokens+for+Task-driven+Image+Restoration,,scholar_access_blocked,,,,
cai_1ojpzxs,Wongyun Yu,POSTECH,1,5090,WristMimic: Full-Body Humanoid Control with Wrist-Guided Manipulation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=WristMimic%3A+Full-Body+Humanoid+Control+with+Wrist-Guided+Manipulation,,scholar_access_blocked,,,,
cai_1oogw60,Joonkyu Park,Seoul National University,1,3767,Learning to Corrupt for Better Restoration,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Learning+to+Corrupt+for+Better+Restoration,,scholar_access_blocked,,,,
cai_1p4okou,Yunkyu Lee,POSTECH,1,5065,CLDefocus: Physically Grounded Compound-Lens Defocus Blur Synthesis,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=CLDefocus%3A+Physically+Grounded+Compound-Lens+Defocus+Blur+Synthesis,,scholar_access_blocked,,,,
cai_1p4v3g5,Jiwan Kim,KAIST,1,5552,Why and When Visual Token Pruning Fails? A Study on Relevant Visual Information Shift in MLLMs Decoding,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Why+and+When+Visual+Token+Pruning+Fails%3F+A+Study+on+Relevant+Visual+Information+Shift+in+MLLMs+Decoding,,scholar_access_blocked,,,,
cai_1q2hmkp,Yirum Kim,GIST,1,4307,OP3DSG: Open-vocabulary Part-aware 3D Scene Graph Generation for Real-world Environments,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=OP3DSG%3A+Open-vocabulary+Part-aware+3D+Scene+Graph+Generation+for+Real-world+Environments,,scholar_access_blocked,,,,
cai_1q4k30l,E In Son,Seoul National University,1,3475,ORION: Ordinal Neural Collapse as a Representation Prior for Visual Navigation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=ORION%3A+Ordinal+Neural+Collapse+as+a+Representation+Prior+for+Visual+Navigation,,scholar_access_blocked,,,,
cai_1q5lcj,Suhyeon Ha,KAIST,1,4048,APT: Anchor-aligned Perturbations for Tamper Localization in Fully Regenerated Images,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=APT%3A+Anchor-aligned+Perturbations+for+Tamper+Localization+in+Fully+Regenerated+Images,,scholar_access_blocked,,,,
cai_1q7jif8,Taewon Seo,Daegu Gyeongbuk Institute of Science and Technology,1,4845,Unified Prediction and Planning via Conflict-Aware Disjoint Parameter Training,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Unified+Prediction+and+Planning+via+Conflict-Aware+Disjoint+Parameter+Training,,scholar_access_blocked,,,,
cai_1qjkno1,Jinhee Park,Korea Electronics Technology Institute; Chung-Ang University,1,5164,R2M: Real-Aware Residual Model Merging for Robust and Generalizable Deepfake Detection,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=R2M%3A+Real-Aware+Residual+Model+Merging+for+Robust+and+Generalizable+Deepfake+Detection,,scholar_access_blocked,,,,
cai_1qjm8mt,Sungwoong Yune,KAIST,1,5679,FastSTAR: Spatiotemporal Token Pruning for Efficient Autoregressive Video Synthesis,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=FastSTAR%3A+Spatiotemporal+Token+Pruning+for+Efficient+Autoregressive+Video+Synthesis,,scholar_access_blocked,,,,
cai_1r1aqg,Yunsung Lee,Maum AI,1,4934,Not All Prediction Targets Keep Training-Free Diffusion Guidance on the Manifold,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Not+All+Prediction+Targets+Keep+Training-Free+Diffusion+Guidance+on+the+Manifold,,scholar_access_blocked,,,,
cai_1r34pvk,Donggeon Bae,Seoul National University,1,5659,Integrated Forward–Inverse Network for Reconstruction for Lensless Image Reconstruction,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Integrated+Forward%E2%80%93Inverse+Network+for+Reconstruction+for+Lensless+Image+Reconstruction,,scholar_access_blocked,,,,
cai_1re1s4r,Jiwon Kang,KAIST AI,1,3137,Transferability Between Understanding and Generation in Unified Multimodal Models,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Transferability+Between+Understanding+and+Generation+in+Unified+Multimodal+Models,,scholar_access_blocked,,,,
cai_1s2wfz1,Hyun-Kurl Jang,KAIST,1,3773,"Distill Once, Adapt Life-Long: Exploring Dataset Distillation for Continual Test-Time Adaptation",google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Distill+Once%2C+Adapt+Life-Long%3A+Exploring+Dataset+Distillation+for+Continual+Test-Time+Adaptation,,scholar_access_blocked,,,,
cai_1s3524l,Mingi Kwon,Yonsei University,1,5470,JAM-Flow: Joint Audio-Motion Synthesis with Flow Matching,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=JAM-Flow%3A+Joint+Audio-Motion+Synthesis+with+Flow+Matching,,scholar_access_blocked,,,,
cai_1s5beor,Taeyeon Kim,Korea Advanced Institute of Science & Technology,1,4778,MorphGS: Morphology-Adaptive Articulated Motion Transfer from Videos,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=MorphGS%3A+Morphology-Adaptive+Articulated+Motion+Transfer+from+Videos,,scholar_access_blocked,,,,
cai_1s5qwf4,gilha lee,SEOUL NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,5149,S3-Prune: Stability-Aware Token Budgeting for Long-Form Video-Language Models,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=S3-Prune%3A+Stability-Aware+Token+Budgeting+for+Long-Form+Video-Language+Models,,scholar_access_blocked,,,,
cai_1s7xdxh,Sangwoo (Jason) Jo,Korea University,1,5358,Flow Straight to Reality: Perceptually Consistent Flow Matching for Efficient Image Restoration,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Flow+Straight+to+Reality%3A+Perceptually+Consistent+Flow+Matching+for+Efficient+Image+Restoration,,scholar_access_blocked,,,,
cai_1sefwgj,Geonho Bang,Seoul National University,1,5928,Horizon3D: Sparse Radar-Camera Fusion for Long-Range 3D Perception in Autonomous Driving,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Horizon3D%3A+Sparse+Radar-Camera+Fusion+for+Long-Range+3D+Perception+in+Autonomous+Driving,,scholar_access_blocked,,,,
cai_1t1e77d,Sangwon Baik,Seoul National University,1,3785,Text-Guided 6D Object Pose Rearrangement via Closed-Loop VLM Agents,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Text-Guided+6D+Object+Pose+Rearrangement+via+Closed-Loop+VLM+Agents,,scholar_access_blocked,,,,
cai_1t7khxo,Dohun Lee,Korea Advanced Institute of Science and Technology,1,4121,Memory-V2V: Memory-Augmented Video-to-Video Diffusion for Consistent Multi-Turn Editing,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Memory-V2V%3A+Memory-Augmented+Video-to-Video+Diffusion+for+Consistent+Multi-Turn+Editing,,scholar_access_blocked,,,,
cai_1tvgayn,Xiangyu Sun,Sung Kyun Kwan University,1,4942,Raymap-Guided Coupling for Drift-Robust Unposed Feed-Forward 3D Reconstruction,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Raymap-Guided+Coupling+for+Drift-Robust+Unposed+Feed-Forward+3D+Reconstruction,,scholar_access_blocked,,,,
cai_1u82pxo,Seok-Young Kim,KAIST,1,3937,DepWorldSG: Depth-Aware 3D Semantic Scene Graph Generation via World-Model Priors,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=DepWorldSG%3A+Depth-Aware+3D+Semantic+Scene+Graph+Generation+via+World-Model+Priors,,scholar_access_blocked,,,,
cai_1vkkwap,Injae Kim,KAIST,1,5023,F⁴Splat: Feed-Forward Predictive Densification for Feed-Forward 3D Gaussian Splatting,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=F%E2%81%B4Splat%3A+Feed-Forward+Predictive+Densification+for+Feed-Forward+3D+Gaussian+Splatting,,scholar_access_blocked,,,,
cai_1vksya3,Nahyuk Lee,POSTECH,1,3567,TORA: Topological Representation Alignment for 3D Shape Assembly,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=TORA%3A+Topological+Representation+Alignment+for+3D+Shape+Assembly,,scholar_access_blocked,,,,
cai_1vo1wyg,Hyeongsik Kim,Hanyang Universty,1,3676,ARC-Loc: Leveraging Azimuthal Ray Convergence as a Geometric Cue for Direct Cross-View Localization,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=ARC-Loc%3A+Leveraging+Azimuthal+Ray+Convergence+as+a+Geometric+Cue+for+Direct+Cross-View+Localization,,scholar_access_blocked,,,,
cai_1vseeub,Jiah Kim,Pukyong National University,1,3687,A Benchmark for Heterogeneous Stereo Deblurring with Physically- and Epipolar-constrained Cross Attention,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=A+Benchmark+for+Heterogeneous+Stereo+Deblurring+with+Physically-+and+Epipolar-constrained+Cross+Attention,,scholar_access_blocked,,,,
cai_1vznhth,Yeobin Hong,KAIST,1,4456,InverseCrafter: Efficient Video ReCapture as a Latent Domain Inverse Problem,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=InverseCrafter%3A+Efficient+Video+ReCapture+as+a+Latent+Domain+Inverse+Problem,,scholar_access_blocked,,,,
cai_1w4p635,DAEHYEON JEON,UNIST,1,3932,Ray-Path-Aware Virtual Point Removal on 2D Layer-Wise Nearest Point Map,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Ray-Path-Aware+Virtual+Point+Removal+on+2D+Layer-Wise+Nearest+Point+Map,,scholar_access_blocked,,,,
cai_1wmyvnw,SungHun Kim,Korea University,1,4713,Q-TriM: Question-Guided Tri-Modal Attention for Audio–Visual Question Answering,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Q-TriM%3A+Question-Guided+Tri-Modal+Attention+for+Audio%E2%80%93Visual+Question+Answering,,scholar_access_blocked,,,,
cai_1wxi2l,Chaeyeon Lee,Korea University,1,5220,TaxoMIL: Taxonomy-Constrained Learning for Hierarchical Whole Slide Image Analysis,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=TaxoMIL%3A+Taxonomy-Constrained+Learning+for+Hierarchical+Whole+Slide+Image+Analysis,,scholar_access_blocked,,,,
cai_1x65kxi,WonJun Moon,Sungkyunkwan University,1,3321,Selective Synergistic Learning for Video Object-Centric Learning,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Selective+Synergistic+Learning+for+Video+Object-Centric+Learning,,scholar_access_blocked,,,,
cai_1xjvdwb,Changwoo Baek,Pusan National University,1,5396,3DZip: Spatial-Aware Feature Diversity-Guided Token Compression for 3D Question Answering,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=3DZip%3A+Spatial-Aware+Feature+Diversity-Guided+Token+Compression+for+3D+Question+Answering,,scholar_access_blocked,,,,
cai_1y9fxpr,Hojun Song,Kyungpook National University,1,5646,G2P: Gaussian-to-Point Attribute Alignment for Boundary-Aware 3D Segmentation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=G2P%3A+Gaussian-to-Point+Attribute+Alignment+for+Boundary-Aware+3D+Segmentation,,scholar_access_blocked,,,,
cai_1yvwds7,Youbin Kim,Sung Kyun Kwan University,1,4759,Group3D: MLLM-Guided Semantic Grouping for Open-Vocabulary 3D Object Detection,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Group3D%3A+MLLM-Guided+Semantic+Grouping+for+Open-Vocabulary+3D+Object+Detection,,scholar_access_blocked,,,,
cai_1yvzovh,Sung-Hoon Yoon,Daegu Gyeongbuk Institute of Science and Technology,1,3756,DINOde: Continuous Vision-Text Alignment for Open-Vocabulary Semantic Segmentation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=DINOde%3A+Continuous+Vision-Text+Alignment+for+Open-Vocabulary+Semantic+Segmentation,,scholar_access_blocked,,,,
cai_1yx3xks,Seonghak Lee,Chung-Ang University,1,4747,URHead: A Unified UV-Space Representation for Joint Mesh–3DGS Optimization in Head Avatars,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=URHead%3A+A+Unified+UV-Space+Representation+for+Joint+Mesh%E2%80%933DGS+Optimization+in+Head+Avatars,,scholar_access_blocked,,,,
cai_1yyss68,Byeonggyu Park,Seoul National University,1,4784,Reflection-Aware Reasoning for Non-Line-of-Sight Pedestrian Localization,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Reflection-Aware+Reasoning+for+Non-Line-of-Sight+Pedestrian+Localization,,scholar_access_blocked,,,,
cai_2jhbnw,Changwoo Jeon,Yonsei University,1,4711,MoCA3D: Monocular 3D Bounding Box Prediction in the Image Plane,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=MoCA3D%3A+Monocular+3D+Bounding+Box+Prediction+in+the+Image+Plane,,scholar_access_blocked,,,,
cai_2jvtue,Sangmin Hong,Seoul National University,1,5719,PrintAnything: Learning Geometric Plan Map for 3D Printing G-code Generation from Unoriented Point Clouds,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=PrintAnything%3A+Learning+Geometric+Plan+Map+for+3D+Printing+G-code+Generation+from+Unoriented+Point+Clouds,,scholar_access_blocked,,,,
cai_2nl7la,YeonGyu Han,Seoul National University Hospital,1,3700,DRPO: Disentangling Demographic Bias from Rewards for Fair Diffusion Alignment,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=DRPO%3A+Disentangling+Demographic+Bias+from+Rewards+for+Fair+Diffusion+Alignment,,scholar_access_blocked,,,,
cai_38vyss,Seohyun Lee,Kaist,1,5813,VideoSearch-R1: Iterative Video Retrieval and Reasoning via Soft Query Refinement,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=VideoSearch-R1%3A+Iterative+Video+Retrieval+and+Reasoning+via+Soft+Query+Refinement,,scholar_access_blocked,,,,
cai_3e36ya,Siwoo Lim,KAIST,1,5791,TanGO: Training-Free 3D Editing via Tangent-Space Guidance and Optimization,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=TanGO%3A+Training-Free+3D+Editing+via+Tangent-Space+Guidance+and+Optimization,,scholar_access_blocked,,,,
cai_3qeim2,Wonjin Cho,Seoul National University,1,4699,Accurate Zero-shot Quantization via Hierarchical Teacher-Assistant Distillation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Accurate+Zero-shot+Quantization+via+Hierarchical+Teacher-Assistant+Distillation,,scholar_access_blocked,,,,
cai_3yt2qp,Jae Won Jang,SEOUL NATIONAL UNIVERSITY,1,4866,4DGS360: 360° Gaussian Reconstruction of Dynamic Objects from a Single Video,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=4DGS360%3A+360%C2%B0+Gaussian+Reconstruction+of+Dynamic+Objects+from+a+Single+Video,,scholar_access_blocked,,,,
cai_3zlwkk,Sanghyun Jo,OGQ,2,5267; 5373,EraseLoRA: MLLM-Driven Foreground Exclusion and Background Subtype Aggregation for Dataset-Free Object Removal || ISAC: Training-Free Instance-to-Semantic Attention Control for Multi-Instance Generation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=EraseLoRA%3A+MLLM-Driven+Foreground+Exclusion+and+Background+Subtype+Aggregation+for+Dataset-Free+Object+Removal,,scholar_access_blocked,,,,
cai_40wpfu,Sehyun Lee,KAIST (Korea Advanced Institute of Science and Technology),1,5239,SPICE: Simple Polysemantic feature Interpretation via Clustering-based Explanations,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=SPICE%3A+Simple+Polysemantic+feature+Interpretation+via+Clustering-based+Explanations,,scholar_access_blocked,,,,
cai_4234nl,Chaesong Park,Seoul National University,1,4619,OmniDS: Dual-Stream Context Fusion for Omnidirectional Depth from Fisheye Cameras,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=OmniDS%3A+Dual-Stream+Context+Fusion+for+Omnidirectional+Depth+from+Fisheye+Cameras,,scholar_access_blocked,,,,
cai_4b1r0v,Geon Yeong Park,Korea Advanced Institute of Science and Technology,1,5538,3D-ReGen: A Unified 3D Geometry Regeneration Framework,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=3D-ReGen%3A+A+Unified+3D+Geometry+Regeneration+Framework,,scholar_access_blocked,,,,
cai_4momyb,Dong-Woo Kim,Korea University,1,5826,TDSR-VLA: Transition-aware Denoising Sequence Representations for Vision-Language-Action,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=TDSR-VLA%3A+Transition-aware+Denoising+Sequence+Representations+for+Vision-Language-Action,,scholar_access_blocked,,,,
cai_4y45ro,Yujin Bae,Korea Advanced Institute of Science & Technology,1,5287,Ego-Human Motion Prediction with 3D-Aware LLM,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Ego-Human+Motion+Prediction+with+3D-Aware+LLM,,scholar_access_blocked,,,,
cai_4zux6g,Hoonhee Cho,Korea Advanced Institute of Science and Technology,1,3793,VIPS: Vehicle-Infrastructure Cooperative Planning Benchmark via Pseudo-Simulation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=VIPS%3A+Vehicle-Infrastructure+Cooperative+Planning+Benchmark+via+Pseudo-Simulation,,scholar_access_blocked,,,,
cai_5bb72u,inha Lee,Ulsan National Institute of Science and Technology (UNIST),1,4932,UniSim-SLAM: Feed-Forward SLAM with Unified Sim(3) Optimization,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=UniSim-SLAM%3A+Feed-Forward+SLAM+with+Unified+Sim%283%29+Optimization,,scholar_access_blocked,,,,
cai_5e0m3b,Geuntaek Lim,Sejong University,1,5179,Video-Oasis: Rethinking Evaluation of Video Understanding,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Video-Oasis%3A+Rethinking+Evaluation+of+Video+Understanding,,scholar_cache_miss,,,,
cai_5k7e2r,Byungoh Ko,Korea University,1,5807,Context Blindness in DPO: Mitigating Object Hallucination in MLLMs via Context-Calibrated Preference Optimization,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Context+Blindness+in+DPO%3A+Mitigating+Object+Hallucination+in+MLLMs+via+Context-Calibrated+Preference+Optimization,,scholar_access_blocked,,,,
cai_5n2beb,Jiyun Im,Sung Kyun Kwan University,1,4810,White Aggregation and Restoration for Few-shot 3D Point Cloud Semantic Segmentation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=White+Aggregation+and+Restoration+for+Few-shot+3D+Point+Cloud+Semantic+Segmentation,,scholar_access_blocked,,,,
cai_5z4jk6,Yihalem Yimolal Tiruneh,Ulsan National Institute of Science and Technology,1,3675,FlexiAvatar: Unified 3D Gaussian Human Avatars Under Arbitrary Body Visibility,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=FlexiAvatar%3A+Unified+3D+Gaussian+Human+Avatars+Under+Arbitrary+Body+Visibility,,scholar_access_blocked,,,,
cai_6itkma,Jaehyun Cho,Chung-Ang University Seoul,1,4200,NGPS: Structure-Preserving Self-Supervised Denoising via Neighbor-Guided Patch Sampling,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=NGPS%3A+Structure-Preserving+Self-Supervised+Denoising+via+Neighbor-Guided+Patch+Sampling,,scholar_access_blocked,,,,
cai_6vguok,Jinwoo Chung,Kookmin University,1,5539,TAQ: Static-Deployable Temporal-Aware Quantization for Real-World Video Super-Resolution,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=TAQ%3A+Static-Deployable+Temporal-Aware+Quantization+for+Real-World+Video+Super-Resolution,,scholar_access_blocked,,,,
cai_6zg8qo,Wooseok Jang,Korea Advanced Institute of Science & Technology,1,3136,Repurposing Geometric Foundation Models for Multi-view Diffusion,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Repurposing+Geometric+Foundation+Models+for+Multi-view+Diffusion,,scholar_access_blocked,,,,
cai_6zrg0h,Jaekyun Ko,Samsung Electronics,1,5744,YeTI: You Only Need Two Noisy Images for Real-World sRGB Noise Generation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=YeTI%3A+You+Only+Need+Two+Noisy+Images+for+Real-World+sRGB+Noise+Generation,,scholar_access_blocked,,,,
cai_726siz,Junyoung Seo,KAIST,1,4936,Grounding World Simulation Models in a Real-World Metropolis,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Grounding+World+Simulation+Models+in+a+Real-World+Metropolis,,scholar_cache_miss,,,,
cai_7bajau,Woo Jae Kim,Korea Advanced Institute of Science and Technology,1,5012,RoME: Robust Mixture of Low-Rank Experts against Multiple Adversarial Perturbations,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=RoME%3A+Robust+Mixture+of+Low-Rank+Experts+against+Multiple+Adversarial+Perturbations,,scholar_cache_miss,,,,
cai_7f522b,Jiun Lee,Aimfuture,1,4274,SubSplat: High-Resolution Pixel-aligned 3DGS via Sub-pixel Gaussian Reparameterization,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=SubSplat%3A+High-Resolution+Pixel-aligned+3DGS+via+Sub-pixel+Gaussian+Reparameterization,,scholar_access_blocked,,,,
cai_7i9zpd,Jungyong Son,Hanyang Universty,1,4341,Training-Free Task Classification for Multi-Task Model Merging,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Training-Free+Task+Classification+for+Multi-Task+Model+Merging,,scholar_access_blocked,,,,
cai_7p3vxv,Jaehun Jung,Konkuk University,1,5117,EgoGVAE: Ego-body Mesh Reconstruction via Guided Variational Autoencoder,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=EgoGVAE%3A+Ego-body+Mesh+Reconstruction+via+Guided+Variational+Autoencoder,,scholar_cache_miss,,,,
cai_7t4rru,Hana Kim,LG Electronics,1,4201,CoIn: Comprehensive 2D-3D Inpainting with Gaussian Splatting Guidance,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=CoIn%3A+Comprehensive+2D-3D+Inpainting+with+Gaussian+Splatting+Guidance,,scholar_access_blocked,,,,
cai_7x33y1,Kyuan Oh,Chung-Ang University,1,4172,AnchorPrune: Relevance-Anchored Contextual Expansion for Visual Token Pruning,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=AnchorPrune%3A+Relevance-Anchored+Contextual+Expansion+for+Visual+Token+Pruning,,scholar_access_blocked,,,,
cai_828p7g,jungu cho,CJ AI center; Gwangju Institute of Science and Technology,1,5093,From Script to Shot: A Benchmark for Grounding Screenplays in Movies,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=From+Script+to+Shot%3A+A+Benchmark+for+Grounding+Screenplays+in+Movies,,scholar_cache_miss,,,,
cai_8a1asp,Gahyeon Kim,ETRI,1,5540,V-HOLD: Stabilizing Flow Trajectories to Rethink the Edit–Preservation Trade-off,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=V-HOLD%3A+Stabilizing+Flow+Trajectories+to+Rethink+the+Edit%E2%80%93Preservation+Trade-off,,scholar_cache_miss,,,,
cai_96gbai,Gayoung KIM,Ewha womans university,1,4608,TiCRL: Textual Image Classification with Reinforcement Learning-Based Curriculum Learning,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=TiCRL%3A+Textual+Image+Classification+with+Reinforcement+Learning-Based+Curriculum+Learning,,scholar_cache_miss,,,,
