candidate_identity_key,eccv_first_author_name,eccv_first_author_affiliation_raw,eccv_selected_paper_count,eccv_virtual_poster_ids,eccv_titles,source_policy,scholar_status,scholar_profile_url,scholar_search_url,scholar_identity_evidence_url,unknown_reason,eligible_prior_work_count,first_listed_unmarked_count,explicit_equal_contribution_first_count,contribution_marker_unknown_count
cai_9jiqs9,Jungmyung Wi,Korea University,1,5063,Correlation-Weighted Multi-Reward Optimization for Compositional Generation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Correlation-Weighted+Multi-Reward+Optimization+for+Compositional+Generation,,scholar_cache_miss,,,,
cai_9kzriy,Sojung An,Korea University,1,5809,LoCA: Spatially-Aware Low-Rank Convolutional Adaptation of Vision Foundation Models,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=LoCA%3A+Spatially-Aware+Low-Rank+Convolutional+Adaptation+of+Vision+Foundation+Models,,scholar_access_blocked,,,,
cai_9o9eef,Yeeun Choi,Yonsei University,1,5468,Keep It Simple: Multi-Key Episodic Memory Retrieval for Ultra-Long Video Understanding,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Keep+It+Simple%3A+Multi-Key+Episodic+Memory+Retrieval+for+Ultra-Long+Video+Understanding,,scholar_cache_miss,,,,
cai_9prqnf,Yoonhyung Park,Ewha Womans University,1,5669,Wake up for Touch! Mask-isolated Tactile Alignment Learning in MLLMs,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Wake+up+for+Touch%21+Mask-isolated+Tactile+Alignment+Learning+in+MLLMs,,scholar_access_blocked,,,,
cai_9tizu5,jiha jang,Seoul National University,1,5643,HyFL-CLIP: Hyperbolic Fine-Tuning of CLIP for Robust Long-Context Understanding,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=HyFL-CLIP%3A+Hyperbolic+Fine-Tuning+of+CLIP+for+Robust+Long-Context+Understanding,,scholar_access_blocked,,,,
cai_9wp7oj,Jaeseok Byun,Seoul National University,1,3658,Multi-modal Knowledge Preserving Adapter for Embedding Backward Compatibility,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Multi-modal+Knowledge+Preserving+Adapter+for+Embedding+Backward+Compatibility,,scholar_cache_miss,,,,
cai_aj6w7z,Ganghyeon Lee,Ulsan National Institute of Science and Technology,1,4387,FeDepth: Federated Learning for Depth Estimation under Robot Heterogeneity,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=FeDepth%3A+Federated+Learning+for+Depth+Estimation+under+Robot+Heterogeneity,,scholar_cache_miss,,,,
cai_b8qb30,Beom Young Kim,NAVER Cloud,1,3154,Learning from Adversity: Semantic-Aware Mask Refinement through Adversarial Perturbation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Learning+from+Adversity%3A+Semantic-Aware+Mask+Refinement+through+Adversarial+Perturbation,,scholar_cache_miss,,,,
cai_bhhbue,Cheolhong Min,Seoul National University,1,5463,Why Far Looks Up: Probing Spatial Representation in Vision-Language Models,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Why+Far+Looks+Up%3A+Probing+Spatial+Representation+in+Vision-Language+Models,,scholar_cache_miss,,,,
cai_c38ddw,Jinkyu Kim,Seoul National University,1,5175,D2PO: Optimizing Diffusion Samplers via Dynamic Preference,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=D2PO%3A+Optimizing+Diffusion+Samplers+via+Dynamic+Preference,,scholar_access_blocked,,,,
cai_cap2jl,GaHye Lee,POSTECH,1,4158,StructureGS: Structure-aware Gaussian Splatting for Articulated Object Reconstruction,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=StructureGS%3A+Structure-aware+Gaussian+Splatting+for+Articulated+Object+Reconstruction,,scholar_cache_miss,,,,
cai_e8zy4y,Hojun Choi,KAIST AI,2,3265; 3266,Open-Vocabulary BEV Segmentation with 3D-Aware Geometric Constraints || CoT-PL: Chain-of-Thought Pseudo-Labeling for Open-Vocabulary Object Detection,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=CoT-PL%3A+Chain-of-Thought+Pseudo-Labeling+for+Open-Vocabulary+Object+Detection,,scholar_cache_miss,,,,
cai_efi1pk,Changyeon Won,GIST,1,5137,JacobianAvatar: Temporally Consistent Semi-rigid Avatar Reconstruction from a Monocular Video,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=JacobianAvatar%3A+Temporally+Consistent+Semi-rigid+Avatar+Reconstruction+from+a+Monocular+Video,,scholar_cache_miss,,,,
cai_emre,Jun-Sang YOO,Korea University,1,3303,MASS: Motion-Aligned Selective Scan for Flow-Based Video Frame Interpolation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=MASS%3A+Motion-Aligned+Selective+Scan+for+Flow-Based+Video+Frame+Interpolation,,scholar_cache_miss,,,,
cai_epucdv,Jongoh Jeong,KAIST,1,4352,Rank-Aware Hyperbolic Alignment for Vision–Language Dataset Distillation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Rank-Aware+Hyperbolic+Alignment+for+Vision%E2%80%93Language+Dataset+Distillation,,scholar_cache_miss,,,,
cai_evpjgt,HoTaek Oh,Kangwon National University,1,3682,DA-F2F: Domain-Adaptive Object Detection with Feature-to-Feature Modulation and Alignment,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=DA-F2F%3A+Domain-Adaptive+Object+Detection+with+Feature-to-Feature+Modulation+and+Alignment,,scholar_cache_miss,,,,
cai_f1p5x0,Myungchul Kim,Korea Advanced Institute of Science & Technology,1,4039,"ARGOS: Who, Where, and When in Agentic Multi-Camera Person Search",google_scholar_only,unknown,,https://scholar.google.com/scholar?q=ARGOS%3A+Who%2C+Where%2C+and+When+in+Agentic+Multi-Camera+Person+Search,,scholar_cache_miss,,,,
cai_f92iuw,Junha Kim,Hanyang University,1,5103,High-Resolution Artwork Outpainting with Global Blueprint Guidance and Layout Control,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=High-Resolution+Artwork+Outpainting+with+Global+Blueprint+Guidance+and+Layout+Control,,scholar_cache_miss,,,,
cai_fc52e2,Hangyeol Lee,KAIST,1,5702,Rethinking Token Reduction for Diffusion Models via Output-Similarity-Awareness,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Rethinking+Token+Reduction+for+Diffusion+Models+via+Output-Similarity-Awareness,,scholar_access_blocked,,,,
cai_fw6dki,Jiyoung Park,Kyung Hee University,1,3949,Different Changes Require Different Reasoning: Change-Type-Specialized Experts for Robust Change Captioning,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Different+Changes+Require+Different+Reasoning%3A+Change-Type-Specialized+Experts+for+Robust+Change+Captioning,,scholar_cache_miss,,,,
cai_g2e1q9,Jonghyun Park,Seoul National University,1,4363,Attention Misses Visual Risk: Risk-Adaptive Steering for Multimodal Safety Alignment,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Attention+Misses+Visual+Risk%3A+Risk-Adaptive+Steering+for+Multimodal+Safety+Alignment,,scholar_cache_miss,,,,
cai_ghq2dv,Yeonwoo Cha,KAIST,1,3225,Training-Free Refinement of Flow Matching with Divergence-based Sampling,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Training-Free+Refinement+of+Flow+Matching+with+Divergence-based+Sampling,,scholar_cache_miss,,,,
cai_gp25hv,Na Min An,KAIST AI,1,3141,"Blind to Position, Biased in Language: Probing Mid-Layer Representational Bias in Vision-Language Encoders for Zero-Shot Language-Grounded Spatial Understanding",google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Blind+to+Position%2C+Biased+in+Language%3A+Probing+Mid-Layer+Representational+Bias+in+Vision-Language+Encoders+for+Zero-Shot+Language-Grounded+Spatial+Understanding,,scholar_cache_miss,,,,
cai_h88dox,Hyunsuh Koh,Soongsil University,1,5439,CulinaryCut: A Physics-aware Vision-Language-Action Benchmark for Food Cutting via Material Point Method,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=CulinaryCut%3A+A+Physics-aware+Vision-Language-Action+Benchmark+for+Food+Cutting+via+Material+Point+Method,,scholar_cache_miss,,,,
cai_hebl81,Seunghyun Shin,"AI Graduate School, Gwangju Institute of Science and Technology(GIST)",1,3398,TriMotion: Modality-Agnostic Camera Control for Video Generation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=TriMotion%3A+Modality-Agnostic+Camera+Control+for+Video+Generation,,scholar_cache_miss,,,,
cai_hfk2wa,Daeun Lee,Seoul National University,1,4279,Articulated Object Reconstruction from Rest-State Observation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Articulated+Object+Reconstruction+from+Rest-State+Observation,,scholar_access_blocked,,,,
cai_hrvtmd,Chanhui Lee,POSTECH,1,3278,Universal Image Immunization against Diffusion-based Image Editing via Semantic Injection,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Universal+Image+Immunization+against+Diffusion-based+Image+Editing+via+Semantic+Injection,,scholar_access_blocked,,,,
cai_hwa1vk,Suwoong Yeom,Sogang University,1,5074,TRiGS: Temporal Rigid-Body Motion for Scalable 4D Gaussian Splatting,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=TRiGS%3A+Temporal+Rigid-Body+Motion+for+Scalable+4D+Gaussian+Splatting,,scholar_cache_miss,,,,
cai_i3rmfg,Jaewon Kim,Seoul National University,1,4349,SplitHDR: Saturation-Aware HDR Recovery and Denoising for Real-Time Detection,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=SplitHDR%3A+Saturation-Aware+HDR+Recovery+and+Denoising+for+Real-Time+Detection,,scholar_cache_miss,,,,
cai_igfx9k,Kangmin Seo,Sungkyunkwan University,1,5368,Improving Sparse-View 3DGS Generalization via Flat Minima Optimization,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Improving+Sparse-View+3DGS+Generalization+via+Flat+Minima+Optimization,,scholar_cache_miss,,,,
cai_ipzaj2,Jaeik Kim,Seoul National University,1,4372,SUM: Unified Geometric Surgery on Spatio-Temporal Adaptation Vectors for Federated Class Incremental Learning,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=SUM%3A+Unified+Geometric+Surgery+on+Spatio-Temporal+Adaptation+Vectors+for+Federated+Class+Incremental+Learning,,scholar_cache_miss,,,,
cai_irr0x2,ChanYeong Hwang,Korea University,1,5289,SpatiO: Adaptive Test-Time Orchestration of Vision-Language Agents for Spatial Reasoning,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=SpatiO%3A+Adaptive+Test-Time+Orchestration+of+Vision-Language+Agents+for+Spatial+Reasoning,,scholar_cache_miss,,,,
cai_jdrqn8,Inwoo Hwang,Seoul National University,1,3276,MoScale: Autoregressive Next-Scale Prediction for Human Motion Generation and Editing,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=MoScale%3A+Autoregressive+Next-Scale+Prediction+for+Human+Motion+Generation+and+Editing,,scholar_cache_miss,,,,
cai_jh8r6a,Taewook Kang,Seoul National University,1,4444,Domain Arithmetic: One-Shot VLA Adaptation under Environmental Shifts,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Domain+Arithmetic%3A+One-Shot+VLA+Adaptation+under+Environmental+Shifts,,scholar_cache_miss,,,,
cai_jnhf9l,Jinsoo Park,POSTECH,1,5571,Diversity-Aware View Partitioning for Scalable VGGT,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Diversity-Aware+View+Partitioning+for+Scalable+VGGT,,scholar_access_blocked,,,,
cai_jr6jbb,Bonmu Do,Inha University,1,5644,TriNLOS: Triplane Representations for Neural Non-Line-of-Sight Imaging,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=TriNLOS%3A+Triplane+Representations+for+Neural+Non-Line-of-Sight+Imaging,,scholar_cache_miss,,,,
cai_jsekvg,Juyong Lee,Chung-Ang University,1,4330,Rethinking Detection Calibration: A Coordinate Perspective,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Rethinking+Detection+Calibration%3A+A+Coordinate+Perspective,,scholar_cache_miss,,,,
cai_jx2bx,Yeeun Seong,Korea Advanced Institute of Science & Technology,1,4156,RainODE: Continuous-Time Precipitation Forecasting with Latent Neural ODEs,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=RainODE%3A+Continuous-Time+Precipitation+Forecasting+with+Latent+Neural+ODEs,,scholar_cache_miss,,,,
cai_kh2ms1,Seokhee Jin,Pohang University of Science and Technology,1,4284,AdaBoosting Text Prompts for Vision-Language Models,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=AdaBoosting+Text+Prompts+for+Vision-Language+Models,,scholar_cache_miss,,,,
cai_kvpogs,Yewon Han,Seoul National University,1,4820,"Two Birds, One Projection: Harmonizing Safety and Utility in LVLMs via Inference-time Feature Projection",google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Two+Birds%2C+One+Projection%3A+Harmonizing+Safety+and+Utility+in+LVLMs+via+Inference-time+Feature+Projection,,scholar_cache_miss,,,,
cai_kxnc4p,Taehoon Kim,Chung-Ang University,1,4132,Preserving Knowledge across Space and Time for Continual Video Deepfake Detection,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Preserving+Knowledge+across+Space+and+Time+for+Continual+Video+Deepfake+Detection,,scholar_cache_miss,,,,
cai_kzekq6,Hyun-Ho Kim,Chungnam National University,1,5524,Video Can Teach PAN-Sharpening: PSF-Aware Cross-Domain Supervision,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Video+Can+Teach+PAN-Sharpening%3A+PSF-Aware+Cross-Domain+Supervision,,scholar_cache_miss,,,,
cai_l5wc63,Junah Jung,Seoul National University College of Medicine; Seoul National University College of Medicine,1,3699,CS-TTA: Preserving Concept Sensitivity in Test-Time Adaptation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=CS-TTA%3A+Preserving+Concept+Sensitivity+in+Test-Time+Adaptation,,scholar_access_blocked,,,,
cai_lgn1f2,Mingue Park,Korea Advanced Institute of Science & Technology,1,4304,DiverseVAR: Balancing Diversity and Quality of Next-Scale Visual Autoregressive Models,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=DiverseVAR%3A+Balancing+Diversity+and+Quality+of+Next-Scale+Visual+Autoregressive+Models,,scholar_cache_miss,,,,
cai_llao67,Min-Su Park,Sung Kyun Kwan University; Sung Kyun Kwan University,1,5724,MagnetGS-Mesh: High-Quality Multi-Object Mesh Reconstruction via Adaptive Surface Optimization,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=MagnetGS-Mesh%3A+High-Quality+Multi-Object+Mesh+Reconstruction+via+Adaptive+Surface+Optimization,,scholar_cache_miss,,,,
cai_luktrb,Jeongeun Lee,Yonsei university,1,4339,Personalized Reward Modeling for Text-to-Image Generation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Personalized+Reward+Modeling+for+Text-to-Image+Generation,,scholar_cache_miss,,,,
cai_lz5fec,Hyunwoo Kim,Yonsei University,1,4758,DIVA: Instruction-Aware Vision Token Pruning via Dual-Probe Attention Discrepancy,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=DIVA%3A+Instruction-Aware+Vision+Token+Pruning+via+Dual-Probe+Attention+Discrepancy,,scholar_cache_miss,,,,
cai_mfsxnt,Seokha Moon,Korea University,1,3241,Streaming Dense Voxel Representations for 3D Occupancy Prediction,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Streaming+Dense+Voxel+Representations+for+3D+Occupancy+Prediction,,scholar_cache_miss,,,,
cai_mn3icz,Hyeonseop Song,LG Electronins,1,4146,TMI: Text-to-Image Meets Image-to-Image for Complementary Data Synthesis to Boost Long-Tailed Instance Segmentation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=TMI%3A+Text-to-Image+Meets+Image-to-Image+for+Complementary+Data+Synthesis+to+Boost+Long-Tailed+Instance+Segmentation,,scholar_cache_miss,,,,
cai_mphq7f,SeungJun Tak,Sungkyunkwan University,1,3180,Real-Time LiDAR Gaussian Splatting SLAM via Geometry-Aware Covariance Coupling,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Real-Time+LiDAR+Gaussian+Splatting+SLAM+via+Geometry-Aware+Covariance+Coupling,,scholar_cache_miss,,,,
cai_mpz21o,Seokju Yun,KAIST AI,1,4586,StAR: Segment Anything Reasoner,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=StAR%3A+Segment+Anything+Reasoner,,scholar_access_blocked,,,,
cai_ms06pb,HAKSU LIM,Korea Advanced Institute of Science & Technology,1,5816,Unified Backbone Refinement for Diffusion Models via Internal-Latent Analysis,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Unified+Backbone+Refinement+for+Diffusion+Models+via+Internal-Latent+Analysis,,scholar_cache_miss,,,,
cai_mwqjea,Hyunwoo Park,StradVision,1,5440,Domain Adaptation with Adaptive Imagination for Visual Reinforcement Learning under Limited Target Data,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Domain+Adaptation+with+Adaptive+Imagination+for+Visual+Reinforcement+Learning+under+Limited+Target+Data,,scholar_cache_miss,,,,
cai_naliiu,Changjin Kim,Hanyang University,1,5875,Breaking High Confidence: Practical Face Impersonation under High-Security Thresholds,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Breaking+High+Confidence%3A+Practical+Face+Impersonation+under+High-Security+Thresholds,,scholar_cache_miss,,,,
cai_nnq0gi,KunHo Heo,Kyung Hee University,1,5171,Rethinking Prototype-based Similarity Learning for Few-Shot Object Detection,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Rethinking+Prototype-based+Similarity+Learning+for+Few-Shot+Object+Detection,,scholar_cache_miss,,,,
cai_ofpn1x,Jaeyo Shin,KAIST,1,4716,Representation Alignment for Just Image Transformers is not Easier than You Think,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Representation+Alignment+for+Just+Image+Transformers+is+not+Easier+than+You+Think,,scholar_cache_miss,,,,
cai_og1gaa,Kyusik Cho,Yonsei University,1,4329,Environmental Change Detection for Real-World Change Analysis,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Environmental+Change+Detection+for+Real-World+Change+Analysis,,scholar_cache_miss,,,,
cai_oifae6,Jinwook Jung,Hanyang University,1,3618,Learning to Recover Task Experts from a Multi-Task Merged Model,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Learning+to+Recover+Task+Experts+from+a+Multi-Task+Merged+Model,,scholar_cache_miss,,,,
cai_ojgfc2,Eunyi Lyou,Seoul National University,1,3763,Domain Generalization via Text-Anchored Information Bottleneck,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Domain+Generalization+via+Text-Anchored+Information+Bottleneck,,scholar_access_blocked,,,,
cai_oxumrd,Doeon Kim,Soongsil university,1,5874,WiFi-JEPA: Self-supervised Learning for WiFi-CSI 3D Human Pose Estimation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=WiFi-JEPA%3A+Self-supervised+Learning+for+WiFi-CSI+3D+Human+Pose+Estimation,,scholar_cache_miss,,,,
cai_pm0chr,GeonU Kim,Korea Advanced Institute of Science and Technology (KAIST),1,4040,Reflection-aware generative novel view synthesis,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Reflection-aware+generative+novel+view+synthesis,,scholar_cache_miss,,,,
cai_pp6710,Taeryung Lee,Seoul National University,1,4313,SIGNER: Temporally Grounded Sign Language Generation via Time-Resolved Conditioning,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=SIGNER%3A+Temporally+Grounded+Sign+Language+Generation+via+Time-Resolved+Conditioning,,scholar_cache_miss,,,,
cai_qbdd0v,Daneul Kim,Seoul National University,1,5079,Learning Zero-Shot Subject-Driven Video Generation Using 1% Compute,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Learning+Zero-Shot+Subject-Driven+Video+Generation+Using+1%25+Compute,,scholar_cache_miss,,,,
cai_qiaew2,Elena Camuffo,CLO Virtual Fashion,1,4917,MOCHA: Multi-modal Objects-aware Cross-arcHitecture Alignment,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=MOCHA%3A+Multi-modal+Objects-aware+Cross-arcHitecture+Alignment,,scholar_cache_miss,,,,
cai_qkmdou,Kim Jun-Seong,Pohang University of Science and Technology (POSTECH),1,3511,SA-ResGS: Self-Augmented Residual 3D Gaussian Splatting for Next Best View Selection,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=SA-ResGS%3A+Self-Augmented+Residual+3D+Gaussian+Splatting+for+Next+Best+View+Selection,,scholar_cache_miss,,,,
cai_ql2vg6,Keonhee Park,"Vision and Learning Lab, Seoul National University",1,5258,SiGMA: Sign-Guided Merging and Adaptation framework for Multimodal Continual Instruction Tuning,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=SiGMA%3A+Sign-Guided+Merging+and+Adaptation+framework+for+Multimodal+Continual+Instruction+Tuning,,scholar_cache_miss,,,,
cai_qogv77,Dohyun Kim,Korea University,1,4303,Direct Diffusion Score Preference Optimization via Stepwise Contrastive Policy-Pair Supervision,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Direct+Diffusion+Score+Preference+Optimization+via+Stepwise+Contrastive+Policy-Pair+Supervision,,scholar_access_blocked,,,,
cai_r292ys,Sunyoung Jung,Yonsei University,1,3621,Controlling Motion Transfer in Diffusion Transformers via Attention Heads,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Controlling+Motion+Transfer+in+Diffusion+Transformers+via+Attention+Heads,,scholar_cache_miss,,,,
cai_r6mnbm,Soobin Park,Sookmyung Women's University,1,4816,SA-V2V: Training-Free Subject-Aware Video-to-Video Personalization,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=SA-V2V%3A+Training-Free+Subject-Aware+Video-to-Video+Personalization,,scholar_cache_miss,,,,
cai_riq103,Daehyun We,Korea Advanced Institute of Science & Technology; Korea Advanced Institute of Science & Technology,1,4803,MotionEditGS: Editing Motion and Appearance of 4D Scenes from Monocular Video via Semantically Anchored Gaussians,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=MotionEditGS%3A+Editing+Motion+and+Appearance+of+4D+Scenes+from+Monocular+Video+via+Semantically+Anchored+Gaussians,,scholar_cache_miss,,,,
cai_rkv24,Jisung Hwang,KAIST,1,3859,NoiseTilt: Noise-Tilted Reverse Kernels for Diffusion Reward Alignment,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=NoiseTilt%3A+Noise-Tilted+Reverse+Kernels+for+Diffusion+Reward+Alignment,,scholar_cache_miss,,,,
cai_ro66h9,Boseung Jeong,POSTECH,1,4294,Learning Sample-wise Rank-Aware Interpolation Weights for Composed Visual Data Retrieval,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Learning+Sample-wise+Rank-Aware+Interpolation+Weights+for+Composed+Visual+Data+Retrieval,,scholar_cache_miss,,,,
cai_ruido7,Kyungmin Min,Seoul National University,1,5761,ReflectCAP: Detailed Image Captioning with Reflective Memory,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=ReflectCAP%3A+Detailed+Image+Captioning+with+Reflective+Memory,,scholar_cache_miss,,,,
cai_skq83z,Jongyeop Hyun,Pohang University of Science and Technology,1,5677,SPLIT: Training-Free AI-Generated and Partially Edited Video Detection via Spatial Patch‑Level Incoherence and Temporal Roughness,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=SPLIT%3A+Training-Free+AI-Generated+and+Partially+Edited+Video+Detection+via+Spatial+Patch%E2%80%91Level+Incoherence+and+Temporal+Roughness,,scholar_cache_miss,,,,
cai_t65o4r,Sunggu Kyung,"Asan Medical Center, University of Ulsan",1,5301,Region-Aware Multimodal Large Language Model via SlowFast Tokenization and Pseudo-Mask Guidance for 3D CT Report Generation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Region-Aware+Multimodal+Large+Language+Model+via+SlowFast+Tokenization+and+Pseudo-Mask+Guidance+for+3D+CT+Report+Generation,,scholar_cache_miss,,,,
cai_tbnw12,Yoonseok Choi,Yonsei University,1,3862,DRIFT: Difficulty-aware Rectified Flows for Through-plane MRI Super-Resolution,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=DRIFT%3A+Difficulty-aware+Rectified+Flows+for+Through-plane+MRI+Super-Resolution,,scholar_cache_miss,,,,
cai_thbfl0,Kibum Kim,KAIST,1,5652,Sink-Token-Aware Pruning for Fine-Grained Video Understanding in Efficient Video LLMs,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Sink-Token-Aware+Pruning+for+Fine-Grained+Video+Understanding+in+Efficient+Video+LLMs,,scholar_cache_miss,,,,
cai_txmnjf,Hoyeon Shin,Seoul National University of Science and Technology,1,4715,Unbalanced Optimal Transport for Efficient Visual Document Retrieval,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Unbalanced+Optimal+Transport+for+Efficient+Visual+Document+Retrieval,,scholar_cache_miss,,,,
cai_ua9szx,Jiyeong Kim,Ewha W. University,1,4741,Enhancing Alignment for Unified Multimodal Models via Semantically-Grounded Supervision,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Enhancing+Alignment+for+Unified+Multimodal+Models+via+Semantically-Grounded+Supervision,,scholar_cache_miss,,,,
cai_ue4bx1,Jaechang Kim,POSTECH,1,4728,Visual Prompt Discovery via Semantic Exploration,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Visual+Prompt+Discovery+via+Semantic+Exploration,,scholar_cache_miss,,,,
cai_ulv5l2,Kyoleen Kwak,Kyung Hee University,1,4656,Geometry-Preserving in 3D Gaussian Splatting for LiDAR-Camera Extrinsic Calibration,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Geometry-Preserving+in+3D+Gaussian+Splatting+for+LiDAR-Camera+Extrinsic+Calibration,,scholar_cache_miss,,,,
cai_uw6q6r,Youngwan Lee,ETRI,1,5663,MultihopSpatial: Multi-hop Compositional Spatial Reasoning Benchmark for Vision-Language Model,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=MultihopSpatial%3A+Multi-hop+Compositional+Spatial+Reasoning+Benchmark+for+Vision-Language+Model,,scholar_cache_miss,,,,
cai_wa4xuq,Tomislav Dobrički,Chung-Ang University,1,3364,Source-Agnostic Image Translation Based on Latent Aware Adaptive Masking,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Source-Agnostic+Image+Translation+Based+on+Latent+Aware+Adaptive+Masking,,scholar_cache_miss,,,,
cai_wf4ulq,YongHoon Kang,Sungkyunkwan University,1,4293,Prevention over Correction: Learning Aligned Representations in One-shot Federated Learning,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Prevention+over+Correction%3A+Learning+Aligned+Representations+in+One-shot+Federated+Learning,,scholar_cache_miss,,,,
cai_wmhgsr,Kyuwon Kim,KAIST,1,5880,SPECSIA: Stylization Dataset for Novel-View Enhancement in Drawing-based 3D Animation,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=SPECSIA%3A+Stylization+Dataset+for+Novel-View+Enhancement+in+Drawing-based+3D+Animation,,scholar_cache_miss,,,,
cai_xaq0nr,MINSEOK KANG,Yonsei University,1,5209,Revisiting Weakly-Supervised Video Scene Graph Generation via Pair Affinity Learning,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Revisiting+Weakly-Supervised+Video+Scene+Graph+Generation+via+Pair+Affinity+Learning,,scholar_cache_miss,,,,
cai_xcjd2a,Kyeongmo Chae,Kyungpook National University,1,5107,Distribution-Alignment Bridge for Uncertainty-Aware Text-to-Video Retrieval,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=Distribution-Alignment+Bridge+for+Uncertainty-Aware+Text-to-Video+Retrieval,,scholar_cache_miss,,,,
cai_xku1g9,SeokYeong Lee,Korea Advanced Institute of Science & Technology,1,4690,PLOT: Pseudo-Labeling via Object Tracking for Monocular 3D Object Detection,google_scholar_only,unknown,,https://scholar.google.com/scholar?q=PLOT%3A+Pseudo-Labeling+via+Object+Tracking+for+Monocular+3D+Object+Detection,,scholar_cache_miss,,,,
